station_number,most_recent_year,years_of_data,mean,min,max,drainage_area_gross,latitude,longitude,gen_id,annual_precipitation,aspect,average_slope,drainage_area,glacial_area,glacial_coverage,hydrological_zone,median_elevation,potential_evapotranspiration,solar_exposure,watershed_area,7Q10,7Q2,30Q5,30Q10
08FB001,1929,1,27.432143687213948,28.0,430.0,5130.0,52.37749862670898,-126.75499725341795,generated.5304790,1352.320184721955,,24.08766461169806,5067.048408061071,324800348.8779117,0.0641005024465906,25.0,1315.125,731.6628839146277,0.6588000945133698,5067048408.061071,,,,
08FB006,2019,45,10.896089958818944,9.31999969482422,174.0,2550.0,52.36008071899414,-126.005859375,generated.6020350,770.4815097216928,,15.010171431011695,2565.6502042526417,12395945.115050493,0.004831502398301935,25.0,1415.5,756.178166838311,0.6840326814142841,2565650204.252642,4.565613,6.417471,5.628057,5.049718
08FB007,2009,39,24.6660266246445,13.899999618530273,429.0,3720.0,52.422218322753906,-126.1580581665039,generated.5301077,1071.6863636363637,,20.409556050968423,3650.406560265065,264982109.54108652,0.07258975272109021,25.0,1439.25,742.9066570188133,0.6679663083330925,3650406560.2650647,10.63574,13.6587,12.27784,11.41257
08GD005,1994,9,21.52012607461582,6.800000190734862,168.0,1960.0,51.37443923950195,-124.7619400024414,generated.7489430,930.1700715015323,,24.120172693710174,1935.6557475856375,168079710.9453384,0.08683347292254104,25.0,1715.25,753.4750138811771,0.6617866949421962,1935655747.5856376,5.392285,6.986414,6.46582,5.934642
08GD006,1994,9,31.723689645902247,18.600000381469727,543.0,4070.0,51.26610946655274,-124.8869400024414,generated.7487040,1105.2263562169946,,28.219728324712023,4125.9037126469875,560997762.9870423,0.13596966920663606,25.0,1710.375,742.7895625081137,0.6522242028078625,4125903712.6469865,16.47788,20.21414,19.56652,18.4888
08GD007,1994,13,31.322970511891743,6.75,210.0,1550.0,51.40861129760742,-124.93167114257812,generated.7479567,1110.3923566878982,,30.815151101797127,1561.8913571592234,188451139.4460451,0.12065572844247062,25.0,1747.0,738.5215753424658,0.6439671328018984,1561891357.159223,4.810297,6.330244,5.684507,5.113983999999999
08GD009,1994,7,16.203877644347507,4.699999809265137,90.4000015258789,1550.0,51.42110824584961,-124.50694274902344,generated.7468813,836.8922580645161,,21.034425104110397,1532.2611128651386,77814613.28675058,0.050784172901997694,25.0,1700.875,762.451172558628,0.66537130322699,1532261112.8651385,3.7799660000000004,4.798389,4.358412,3.9644019999999998
08GE001,1983,4,1.4237577947093192,0.1019999980926513,19.89999961853028,5720.0,51.14110946655274,-125.6119384765625,generated.6935753,1476.7673200405545,,25.942751968025608,5847.202521263579,1097435338.2267401,0.18768553581578087,25.0,1430.125,731.4563568229595,0.6568378446404959,5847202521.263579,0.08942063,0.1770587,0.19526110000000002,0.145226
08GE002,2019,41,51.18736275233078,38.5,996.0,5780.0,51.14477920532226,-125.5943603515625,generated.6938825,1478.3886646485032,,25.944576165674057,5879.881157627972,1097435338.2267401,0.18664243524769825,25.0,1420.25,731.6097117395652,0.6568586901463038,5879881157.6279745,32.66788,42.08625,40.321020000000004,36.26612
08LG008,2017,43,13.33422368834617,0.1959999948740004,66.90000152587889,775.0,50.13618087768555,-121.03002166748048,generated_dem_fwa.AQEAAAAt0MMQ5kFewAjU5CdqEUlA,1165.7975871313672,,16.469243465305563,765.4023809432347,0.0,0.0,25.0,1360.0,865.0409057706355,0.6828820331464736,765402380.9432348,0.36443190000000003,0.6851273,0.6144326,0.49964090000000005
08LG010,2020,48,8.86527626859285,0.3120000064373016,70.19999694824219,917.0,50.10979843139648,-120.8030014038086,generated_dem_fwa.AQEAAAAf2BcnYzNewPP6A00aDklA,1066.089670828604,,14.323675203087125,911.3976091374452,0.0,0.0,25.0,1259.375,892.3748473748474,0.6847542770272661,911397609.1374453,0.2199805,0.4614798,0.3812151,0.3027975
