station_number,most_recent_year,years_of_data,mean,min,max,drainage_area_gross,latitude,longitude,gen_id,annual_precipitation,aspect,average_slope,drainage_area,glacial_area,glacial_coverage,hydrological_zone,median_elevation,potential_evapotranspiration,solar_exposure,watershed_area,mar,qty_Jan,qty_Feb,qty_Mar,qty_Apr,qty_May,qty_Jun,qty_Jul,qty_Aug,qty_Sep,qty_Oct,qty_Nov,qty_Dec,return_Jan,return_Feb,return_Mar,return_Apr,return_May,return_Jun,return_Jul,return_Aug,return_Sep,return_Oct,return_Nov,return_Dec,abs_Jan,abs_Feb,abs_Mar,abs_Apr,abs_May,abs_Jun,abs_Jul,abs_Aug,abs_Sep,abs_Oct,abs_Nov,abs_Dec,annual_qty,annual_return,annual_abs,percent_allocated_mad,percent_allocated_mad_abs,oldest_priority_date,7Q10,7Q2,30Q5,30Q10,7Q10-S,7Q2-S,30Q5-S,30Q10-S
08LG007,2007,51,13.809607851739026,2.5999999046325684,62.599998474121094,4300.0,50.14443969726562,-120.88500213623048,14095,612.1267139479905,,9.051721419537357,4324.0727013178985,0.0,0.0,24.0,1232.125,930.7822426329888,0.6966119375432978,4324072701.317899,3.1936576476917486,20318804.13057887,20318804.13057887,20318804.13057887,20318804.13057887,40016067.31279706,139070239.54697588,79464278.30250828,69642489.02403581,40016067.31279706,20318804.13057887,20318804.13057887,20318804.13057887,19995428.539366666,19995428.539366666,19995428.539366666,19995428.539366666,19995428.539366666,39990857.07873334,19995428.539366666,19995428.539366666,19995428.539366666,19995428.539366666,19995428.539366666,19995428.539366666,323375.5912120044,323375.5912120044,323375.5912120044,323375.5912120044,20020638.773430996,99079382.46824247,59468849.76314162,49647060.48466916,20020638.773430996,323375.5912120044,323375.5912120044,323375.5912120044,510440770.4131662,259940571.01176664,250500199.40139928,1.1720803967504232,0.5752016494740385,29/06/1868,0.9956896999999999,2.190734,1.705418,1.353317,1.5363,2.7345200000000003,2.283248,1.9513599999999998
08LG016,2019,49,0.7208367361097919,0.06199999898672099,3.7999999523162837,87.5999984741211,49.96492004394531,-120.13493347167969,14100,701.7532467532468,,6.094468304775576,85.22208516083347,0.0,0.0,24.0,1671.5,884.4172185430464,0.6862025310017191,85222085.16083348,8.458332540789268,669314.8750000002,669314.8750000002,669314.8750000002,669314.8750000002,672028.5310000002,1352198.03,677455.8430000002,676099.0150000002,672028.5310000002,669314.8750000002,669314.8750000002,669314.8750000002,669314.8750000002,669314.8750000002,669314.8750000002,669314.8750000002,669314.8750000002,1338629.75,669314.8750000002,669314.8750000002,669314.8750000002,669314.8750000002,669314.8750000002,669314.8750000002,0.0,0.0,0.0,0.0,2713.656,13568.28,8140.968000000001,6784.14,2713.656,0.0,0.0,0.0,8735014.075000003,8701093.375000002,33920.700000000004,0.38425549839252054,0.0014921802497866233,15/10/1918,0.0383724,0.07150056,0.05775069,0.04807865,0.03453634,0.08178339,0.06341488,0.04816725
08LG049,2017,46,4.246521721715514,0.2409999966621399,26.0,1500.0,50.18255996704102,-120.37510681152344,14119,557.3384279475982,,7.151811897987647,1414.7038028870707,0.0,0.0,24.0,1312.25,929.9664324746292,0.6986282060619238,1414703802.8870711,3.0017037580936607,2152113.089679168,2152113.089679168,2152113.089679168,2152113.089679168,12010810.153076172,53597711.49634338,31728204.27987017,26798855.748171635,12010810.153076172,2152113.089679168,2152113.089679168,2152113.089679168,2133583.9830000005,2133583.9830000005,2133583.9830000005,2133583.9830000005,2133583.9830000005,4267167.965999998,2133583.9830000005,2133583.9830000005,2133583.9830000005,2133583.9830000005,2133583.9830000005,2133583.9830000005,18529.106679166664,18529.106679166664,18529.106679166664,18529.106679166664,9877226.170076165,49330543.53034334,29594620.29687016,24665271.765171636,9877226.170076165,18529.106679166664,18529.106679166664,18529.106679166664,151211183.45829174,27736591.778999995,123474591.67929164,1.1291300238879403,0.9220142681500001,01/05/1877,0.0520097,0.20890799999999998,0.10699489999999999,0.06762167,0.07118139999999999,0.3639373,0.176342,0.1015458
08LG060,1995,23,0.6675652084143265,0.0599999986588954,6.360000133514402,241.0,50.13555908203125,-120.2750015258789,14135,583.4753363228699,,5.925041800935812,235.77356914691364,0.0,0.0,24.0,1429.875,920.4785714285713,0.6923525799019115,235773569.14691365,2.8313827153303928,1058194.0190875002,1058194.0190875002,1058194.0190875002,1058194.0190875002,8585678.406287497,39753809.974174954,23640647.18068751,19876904.98708749,8585678.406287497,1058194.0190875002,1058194.0190875002,1058194.0190875002,1052109.8350000004,1052109.8350000004,1052109.8350000004,1052109.8350000004,1052109.8350000004,2104219.6700000004,1052109.8350000004,1052109.8350000004,1052109.8350000004,1052109.8350000004,1052109.8350000004,1052109.8350000004,6084.1840875,6084.1840875,6084.1840875,6084.1840875,7533568.571287498,37649590.30417495,22588537.34568751,18824795.15208749,7533568.571287498,6084.1840875,6084.1840875,6084.1840875,107850077.08813742,13677427.855000008,94172649.23313744,5.122950487520371,4.473263555534824,02/05/1889,0.008959976,0.05560062,0.02883457,0.01627566,0.04424837,0.1420942,0.09840253,0.06617953
08LG064,2000,18,0.4740555576152271,0.0549999997019767,3.4100000858306885,85.0,50.11111068725586,-119.98249816894531,14136,622.2325581395347,,12.045046490639095,89.84521025093132,0.0,0.0,24.0,1462.75,895.7080745341615,0.7014577674693036,89845210.25093134,5.27635870950965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13/09/2021,0.006011081999999999,0.02063047,0.01572126,0.01009447,0.00689798,0.03568289,0.02335921,0.01313571
08LG065,2020,37,5.323513514286763,1.830000042915344,55.0,2960.0,50.16213989257813,-120.66876220703124,14137,506.56135499481513,,7.280734173805964,2957.3877362449293,0.0,0.0,24.0,1234.0,940.426018983808,0.6983186636838157,2957387736.244929,1.8000728984715963,16533772.475424996,16533772.475424996,16533772.475424996,16533772.475424996,31136647.03540103,106081917.75072993,60342396.15535292,53040958.87536496,31136647.03540103,16533772.475424996,16533772.475424996,16533772.475424996,16489302.615866661,16489302.615866661,16489302.615866661,16489302.615866661,16489302.615866661,32978605.231733337,16489302.615866661,16489302.615866661,16489302.615866661,16489302.615866661,16489302.615866661,16489302.615866661,44469.859558333344,44469.859558333344,44469.859558333344,44469.859558333344,14647344.41953432,73103312.51899654,43853093.53948623,36551656.25949827,14647344.41953432,44469.859558333344,44469.859558333344,44469.859558333344,397474974.18022484,214360934.0062666,183114040.17395806,2.367580868571492,1.090728540021537,29/06/1868,0.4302643,1.29921,0.8171206,0.5066338,1.271763,1.8965880000000002,1.6733810000000002,1.460445
08NL004,2019,71,7.852535217580661,0.671999990940094,42.900001525878906,1050.0,49.2076301574707,-119.99352264404295,14987,852.848009650181,,20.80086210943,885.2087651792438,0.0,0.0,24.0,1763.5,905.3409523809523,0.6721201775031137,885208765.1792438,8.870828584701847,501654.7154375004,501654.7154375004,501654.7154375004,501654.7154375004,2515339.185477501,11071731.781074986,6542708.125557499,5535865.890537499,2515339.185477501,501654.7154375004,501654.7154375004,501654.7154375004,494256.9,494256.9,494256.9,494256.9,494256.9,988513.7999999998,494256.9,494256.9,494256.9,494256.9,494256.9,494256.9,7397.8154375,7397.8154375,7397.8154375,7397.8154375,2021082.2854775002,10083217.981074981,6048451.2255575,5041608.9905375,2021082.2854775002,7397.8154375,7397.8154375,7397.8154375,31692567.176187493,6425339.700000001,25267227.476187482,0.12797965048770799,0.10203310205888116,30/01/1897,0.6288599,0.9148065999999999,0.84745,0.7512618000000001,1.04426,1.8028330000000001,1.499298,1.2421879999999998
08NL010,1970,21,0.7735714302176521,0.0820000022649765,2.7899999618530287,183.0,49.26443862915039,-119.8244400024414,15011,485.54913294797683,,24.339507077943892,176.6681490401804,0.0,0.0,24.0,1358.375,953.8407643312102,0.6779293313394574,176668149.0401804,4.378669468267963,74358.82112649997,74358.82112649997,74358.82112649997,74358.82112649997,159787.50468416675,572816.5056836673,333689.4261571667,292497.36155716673,159787.50468416675,74358.82112649997,74358.82112649997,74358.82112649997,51395.0,51395.0,51395.0,51395.0,51395.0,102790.0,51395.0,51395.0,51395.0,51395.0,51395.0,51395.0,22963.821126499985,22963.821126499985,22963.821126499985,22963.821126499985,108392.50468416662,470026.5056836675,282294.42615716683,241102.36155716662,108392.50468416662,22963.821126499985,22963.821126499985,22963.821126499985,2039090.0506518339,668135.0,1370955.0506518339,0.08358519823326613,0.05619739532395815,19/03/1890,0.11266179999999999,0.1686566,0.1450777,0.1294987,0.13088110000000003,0.22047809999999998,0.1758152,0.14799020000000002
08NL034,1986,22,0.479045456783338,0.0219999998807907,6.139999866485598,127.0,49.37971878051758,-120.19055938720705,15014,663.7851239669421,,10.566200296538216,126.4116265799112,0.0,0.0,24.0,1562.625,904.7035398230088,0.6782634388426972,126411626.5799112,3.7895680147783644,770.0,770.0,770.0,770.0,770.0,1540.0,770.0,770.0,770.0,770.0,770.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,770.0,770.0,770.0,770.0,1540.0,770.0,770.0,770.0,770.0,770.0,770.0,10010.0,0.0,10010.0,0.0006625989522765551,0.0006625989522765551,16/04/2020,0.01585703,0.03420741,0.02737098,0.02216671,0.01711996,0.04979713,0.03611721,0.02538137
08NL035,1979,12,0.0403333334252238,0.0080000003799796,0.2669999897480011,22.299999237060547,49.40499877929688,-120.26277923583984,15015,513.8947368421053,,14.675635948961926,21.758788930626874,0.0,0.0,24.0,1299.25,920.9428571428572,0.6244394199191843,21758788.930626877,1.8536570924888232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13/09/2021,0.005131593,0.008981791,0.007436765,0.006317349,0.004867557,0.008900924000000001,0.007073706999999999,0.005821163000000001
