"STATION_NUMBER","YEAR","MONTH","NO_DAYS","MONTHLY_MEAN","MONTHLY_TOTAL","MIN","MAX","DRAINAGE_AREA_GROSS","DRAINAGE_AREA_EFFECT","LATITUDE","LONGITUDE"
"07EA001",1961,3,31,36.09999847412109,1120,35.099998474121094,36.79999923706055,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1962,3,31,32,992,32,32,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1963,3,31,34.29999923706055,1063.5999755859375,32.599998474121094,37.900001525878906,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1964,3,31,33.900001525878906,1051.5,33.099998474121094,39.09999847412109,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1965,3,31,39.59999847412109,1227,39.400001525878906,40.20000076293945,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1966,3,31,22.899999618530277,708.5,20.399999618530277,25.200000762939453,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1967,3,31,27.100000381469727,840.0999755859375,24.899999618530277,31.700000762939453,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1968,3,31,31.299999237060547,970.7999877929688,29.700000762939453,33.099998474121094,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1969,3,31,24.5,760,22,27.100000381469727,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1970,3,31,27.899999618530277,864.2000122070312,26.600000381469727,30.600000381469727,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1972,3,31,25.899999618530277,803.7999877929688,25.299999237060547,26.299999237060547,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1973,3,31,31,960.7999877929688,29.700000762939453,32.29999923706055,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1974,3,31,24.600000381469727,762.7999877929688,23.799999237060547,26.600000381469727,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1975,3,31,32.099998474121094,996.2999877929688,30.299999237060547,33.70000076293945,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1976,3,31,30.299999237060547,940.5999755859376,27.799999237060547,33.70000076293945,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1977,3,31,28.600000381469727,886.7000122070312,26.299999237060547,31.100000381469727,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1978,3,31,28.100000381469727,872.2000122070312,27.200000762939453,31.700000762939453,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1979,3,31,22.600000381469727,700.7000122070312,21.5,22.899999618530277,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1980,3,31,30.100000381469727,932.4000244140624,28.600000381469727,32.5,11100,"",57.42082977294922,-125.62638854980467
"07EA001",1981,3,31,31.100000381469727,965.0999755859376,30.5,31.899999618530277,11100,"",57.42082977294922,-125.62638854980467
